servers,workload,cpu,energy,temperature,efficiency
3,40.94,36.13,70.04,39.96,43.92
2,41.84,38.03,59.44,39.69,58.78
3,42.45,42.95,77.97,39.71,43.54
3,43.11,39.68,80.84,39.75,42.28
2,43.45,42.21,66.58,39.48,55.07
2,43.81,33.49,55.14,39.22,72.39
3,44.15,40.58,81.31,39.26,43.06
3,43.97,41.09,72.61,39.26,44.42
3,43.76,39.05,75.71,39.28,45.32
2,43.16,35.99,57.18,39.02,66.34
3,41.83,37.28,73.19,39.03,46.33
2,40.74,34.28,59.19,38.78,57.58
2,39.64,34.58,60.18,38.53,54.92
2,38.36,32.47,56.59,38.29,54.09
2,36.95,35.29,54.2,38.05,57.98
3,35.68,31.75,73.93,38.07,36.17
2,34.49,32.46,54.81,37.83,50.01
2,34.05,34.39,55.44,37.6,49.87
3,33.95,33.52,73.64,37.62,36.81
3,33.69,32.93,68.25,37.39,33.96
3,34.78,29.04,68.77,37.39,36.82
2,35.52,34.81,56.67,37.17,50.89
2,36.83,33.58,56.91,36.95,52.05
3,38.83,38.01,74.8,36.98,37.39
2,41.22,35.07,56.85,36.76,61.19
3,44.23,37.65,74.0,36.79,44.84
2,46.94,36.64,61.78,36.58,67.0
3,50.01,47.4,78.39,36.62,48.64
2,52.54,44.76,68.78,36.63,69.42
3,54.98,55.16,87.43,36.71,52.79
4,57.71,51.82,108.12,36.87,40.69
4,59.76,57.93,105.96,37.02,44.42
4,62.64,63.64,113.37,37.2,42.63
4,64.85,60.06,109.71,37.37,45.89
4,66.53,63.58,111.88,37.54,46.76
4,67.48,62.62,107.52,37.7,54.66
4,68.9,59.79,109.25,37.86,52.07
4,69.39,69.16,114.66,38.04,47.29
4,70.05,62.25,112.79,38.21,48.35
3,69.94,64.23,96.2,38.32,64.9
4,69.47,60.75,108.65,38.47,53.16
4,68.95,60.73,109.23,38.63,49.22
4,68.14,69.28,116.96,38.81,45.99
4,67.49,63.12,110.75,38.97,51.97
4,67.56,58.11,105.8,39.11,51.73
3,66.56,64.84,98.31,39.22,60.8
4,66.33,59.71,107.87,39.37,46.55
4,65.6,59.66,107.41,39.51,47.31
4,65.35,64.15,114.73,39.68,45.41
4,65.45,63.05,111.18,39.84,43.53
4,65.95,54.35,99.21,39.95,50.93
4,66.3,57.76,103.02,40.07,49.12
3,67.21,58.3,94.4,40.16,61.22
4,68.21,60.29,105.06,40.29,49.52
4,69.02,58.35,104.0,40.41,53.32
4,70.62,59.27,106.81,40.54,53.22
4,72.71,71.79,115.51,40.71,50.0
4,73.74,65.44,113.82,40.87,51.01
4,74.99,70.75,118.97,41.06,54.62
4,76.48,62.92,106.54,41.19,54.9
4,77.59,67.15,115.4,41.35,55.13
4,78.85,66.5,113.07,41.5,57.9
4,79.37,76.99,120.45,41.69,54.94
4,80.03,79.3,122.83,41.88,54.25
4,80.61,69.46,116.46,42.04,55.5
4,80.14,71.38,115.26,42.2,56.68
4,79.91,72.06,114.69,42.36,61.08
4,78.63,73.02,116.84,42.52,57.23
4,77.76,63.42,107.4,42.64,61.51
4,75.99,65.6,110.31,42.78,55.99
3,73.7,71.07,101.83,42.88,65.42
4,71.26,60.24,109.15,43.01,55.6
4,68.88,62.01,106.31,43.13,48.84
4,66.03,65.64,115.36,43.28,46.27
4,62.87,61.66,103.8,43.39,45.91
4,60.44,55.24,104.62,43.49,46.33
4,58.38,54.26,102.23,43.59,45.81
4,56.68,56.69,103.69,43.69,41.69
4,55.17,51.07,104.83,43.8,36.97
3,53.37,45.1,84.11,43.83,49.4
3,51.02,48.51,83.55,43.85,50.17
3,50.12,47.65,82.08,43.86,45.58
2,48.98,40.78,65.5,43.52,68.12
3,47.82,45.11,83.75,43.55,46.53
2,47.56,45.66,65.48,43.21,63.83
2,47.66,46.11,65.65,42.88,67.27
2,48.0,44.48,67.13,42.56,62.71
2,49.12,44.07,64.97,42.25,67.97
3,49.75,45.63,81.65,42.27,49.97
2,49.68,46.69,73.39,41.96,64.38
3,49.76,47.32,83.92,41.99,47.69
2,50.2,50.41,74.42,41.69,65.46
2,51.53,45.32,67.91,41.39,68.71
3,51.95,44.39,74.58,41.39,57.2
3,50.47,42.75,72.97,41.09,54.18
3,50.48,43.82,80.11,41.12,51.0
3,48.93,45.65,80.05,41.14,49.71
3,47.13,45.34,79.95,41.16,49.0
3,44.65,38.97,75.5,41.17,43.77
2,43.36,41.61,66.92,40.88,53.33
3,41.36,42.14,79.27,40.9,41.81
3,38.69,38.03,72.0,40.61,42.23
2,36.61,29.66,50.88,40.33,58.21
2,34.92,27.15,48.53,40.05,56.27
3,32.81,32.39,71.59,39.78,36.39
2,31.46,29.98,52.74,39.52,48.85
2,29.91,26.86,48.56,39.26,49.52
2,29.17,26.7,46.52,39.0,46.69
2,27.89,25.12,51.04,38.75,41.81
2,27.46,25.26,49.02,38.5,43.39
3,27.34,27.41,65.17,38.26,31.17
2,26.64,25.31,49.55,38.02,37.85
2,28.09,25.42,46.59,37.78,47.05
3,29.49,25.33,62.97,37.55,30.65
2,30.32,28.98,50.16,37.33,43.68
2,32.4,28.99,54.08,37.11,50.72
2,33.9,32.87,55.16,36.89,48.39
2,36.37,31.81,59.82,36.67,47.32
3,38.82,34.83,76.18,36.71,36.72
3,41.14,35.45,73.47,36.73,45.0
3,43.21,44.4,74.01,36.76,43.87
3,46.31,46.45,81.49,36.81,40.88
3,48.71,50.85,82.82,36.87,46.3
2,50.43,43.7,63.33,36.66,74.44
3,52.11,44.1,76.83,36.7,55.06
3,54.24,47.53,86.45,36.77,50.04
4,55.2,46.43,92.25,36.87,44.15
4,56.46,46.62,97.63,36.99,44.21
3,56.77,48.01,82.35,37.05,53.98
3,56.89,54.35,89.24,37.13,51.19
4,57.4,51.17,103.63,37.27,42.16
4,57.06,51.44,104.07,37.42,41.91
4,56.58,52.73,103.85,37.56,43.18
4,56.64,52.31,99.37,37.68,46.02
4,56.85,49.64,103.12,37.82,40.55
4,56.51,52.96,104.14,37.96,41.61
4,56.82,50.37,101.64,38.09,41.76
3,56.22,47.44,80.42,38.13,57.92
3,56.27,56.02,89.63,38.21,51.88
4,57.04,54.49,105.36,38.35,39.94
3,57.22,48.9,87.78,38.42,53.73
4,58.09,55.99,103.86,38.56,39.85
4,59.25,52.17,103.34,38.69,40.75
4,60.34,56.76,111.28,38.85,42.3
4,61.82,55.36,102.66,38.98,45.17
3,63.6,60.93,94.98,39.07,56.54
4,65.71,63.88,114.71,39.25,46.81
4,67.72,59.05,108.23,39.4,49.58
4,69.61,64.49,106.43,39.54,51.15
3,71.86,62.04,90.08,39.61,70.68
3,74.1,70.02,103.74,39.74,63.33
4,75.42,73.86,118.42,39.92,54.98
4,76.3,71.82,113.45,40.09,54.16
4,77.4,73.98,117.51,40.27,53.68
4,78.24,69.34,114.98,40.43,58.56
4,79.44,77.55,118.11,40.61,52.89
4,79.71,72.75,118.75,40.8,53.63
4,79.32,70.46,110.95,40.94,58.62
4,78.56,71.91,112.11,41.1,59.38
4,77.16,68.24,110.11,41.24,59.63
4,76.11,70.86,116.69,41.41,52.83
4,74.32,67.18,113.74,41.57,55.68
4,72.24,70.43,115.5,41.73,50.87
4,70.35,71.87,118.75,41.9,47.72
4,68.09,63.84,114.06,42.06,44.8
4,66.17,54.06,106.75,42.18,47.62
4,64.38,60.93,108.03,42.31,44.55
4,63.26,59.4,106.13,42.43,43.98
4,61.69,55.67,99.57,42.53,48.59
4,60.51,54.5,107.21,42.65,44.23
4,59.16,60.94,106.67,42.77,39.84
4,58.07,58.96,110.28,42.91,41.65
4,57.49,51.28,100.06,43.0,43.92
4,57.95,53.37,100.29,43.09,44.04
3,58.47,54.11,89.22,43.14,51.59
4,58.57,56.68,105.94,43.25,41.99
3,58.39,51.44,86.52,43.29,54.81
4,58.94,51.41,104.41,43.4,39.7
4,59.76,60.09,104.9,43.51,45.57
3,59.83,56.04,86.39,43.54,59.29
4,60.97,60.56,110.36,43.67,44.1
4,61.42,58.27,106.85,43.79,43.87
3,61.47,52.32,89.44,43.83,57.79
4,60.88,55.27,100.51,43.92,48.21
4,60.47,56.33,103.54,44.02,41.5
3,59.64,52.82,89.86,44.07,51.62
3,58.54,57.19,91.63,44.12,52.23
4,57.0,55.03,101.24,44.21,41.92
2,54.98,46.55,71.32,43.87,71.76
2,52.56,46.63,71.35,43.53,65.82
3,51.26,49.05,87.15,43.56,47.13
3,49.33,43.24,82.86,43.58,49.43
3,46.31,41.28,78.41,43.59,46.09
3,44.43,37.7,78.37,43.59,41.88
3,41.92,36.68,73.96,43.25,42.41
3,39.59,36.32,78.41,43.26,34.95
2,37.46,34.77,62.7,42.93,46.23
3,35.37,36.24,71.93,42.61,34.33
3,33.81,31.28,68.84,42.29,36.13
2,32.29,26.83,50.12,41.98,53.02
3,31.3,28.12,63.94,41.67,34.16
2,30.69,26.02,53.0,41.37,45.25
2,31.12,29.64,51.41,41.08,48.6
2,31.88,25.87,51.12,40.79,48.85
2,32.89,31.61,58.06,40.5,45.64
2,34.31,28.15,50.32,40.22,53.18
2,34.86,32.48,55.19,39.95,53.21
2,35.88,31.09,51.35,39.68,61.35
3,37.27,35.61,78.49,39.71,34.32
3,39.15,33.06,73.37,39.71,36.98
2,40.61,42.15,61.93,39.45,59.75
3,41.62,37.23,74.76,39.46,42.47
3,44.33,41.73,83.63,39.51,40.14
2,45.44,46.82,68.3,39.25,58.61
3,46.65,43.63,76.68,39.27,47.84
3,47.15,42.48,76.91,39.29,49.31
3,47.68,43.15,81.2,39.33,40.83
3,47.62,42.75,75.43,39.34,50.95
3,48.28,46.76,78.89,39.37,46.91
2,48.61,44.95,64.0,39.12,65.47
2,47.81,42.87,63.41,38.86,68.12
3,47.66,39.36,72.0,38.87,53.46
3,47.72,41.89,78.14,38.9,48.98
3,47.09,49.51,86.08,38.96,44.06
3,46.79,40.36,77.66,38.98,44.48
2,47.07,48.73,69.09,38.73,60.56
3,46.7,40.36,71.19,38.73,55.21
3,45.91,40.83,80.62,38.77,43.08
2,46.3,43.63,65.6,38.53,61.46
2,46.69,42.39,64.78,38.28,62.33
3,47.49,45.78,79.87,38.32,48.41
3,48.31,41.53,78.32,38.36,48.11
2,49.34,44.55,67.77,38.12,67.3
2,50.48,41.08,59.84,37.88,76.25
3,53.01,44.89,80.57,37.92,50.11
3,54.66,48.33,81.88,37.97,56.58
3,56.94,55.03,91.06,38.06,52.32
4,59.76,56.41,112.88,38.23,43.43
3,62.52,56.37,92.09,38.32,55.76
3,64.99,59.03,88.63,38.4,65.7
4,67.21,58.25,105.6,38.54,50.66
4,69.19,62.75,110.55,38.7,50.26
4,71.56,71.05,113.94,38.87,52.57
3,73.42,67.51,99.44,38.99,63.16
3,74.89,69.24,97.75,39.1,72.02
4,76.2,71.26,112.73,39.26,56.25
4,77.0,73.26,119.46,39.45,55.72
4,77.31,72.89,115.09,39.63,57.15
4,77.42,69.41,120.06,39.82,55.98
4,76.99,75.81,114.48,39.99,61.02
4,76.66,64.61,111.46,40.15,55.52
4,75.51,73.21,124.63,40.35,50.42
4,74.85,69.27,117.87,40.53,52.2
4,73.14,68.56,113.71,40.69,48.88
3,71.67,67.55,93.5,40.77,70.38
4,70.58,64.12,107.12,40.91,51.93
3,69.38,58.65,92.08,40.98,67.88
4,68.7,61.49,112.3,41.13,47.52
4,68.02,60.45,108.82,41.27,46.24
4,67.07,60.3,112.04,41.42,46.73
3,66.3,65.57,96.85,41.51,58.95
3,64.52,62.88,96.28,41.6,58.04
4,64.58,56.27,101.67,41.7,50.99
4,65.31,57.43,104.68,41.82,48.11
3,66.22,59.37,91.71,41.89,60.81
4,66.78,60.19,110.89,42.03,47.56
4,67.78,63.64,109.19,42.17,53.64
4,68.73,69.68,119.9,42.34,46.72
4,69.12,63.01,107.85,42.47,51.52
4,70.26,65.37,115.33,42.63,46.77
3,70.39,69.95,101.1,42.72,62.2
4,70.91,57.3,109.54,42.86,48.16
4,71.79,63.98,112.0,43.0,49.1
4,71.32,67.49,112.06,43.14,51.32
4,70.2,58.44,109.09,43.27,52.0
4,68.95,57.53,105.34,43.38,49.86
4,68.17,58.87,110.47,43.51,51.8
4,67.04,61.68,106.13,43.62,52.08
4,65.22,67.73,113.48,43.76,46.66
4,63.42,57.97,102.28,43.86,49.98
4,61.33,54.48,104.2,43.96,46.98
4,58.95,52.0,103.44,44.06,46.86
4,56.66,56.96,106.34,44.18,40.87
3,54.1,50.02,87.45,44.21,53.21
3,51.15,47.69,85.59,44.24,47.74
3,49.07,41.56,78.57,43.89,49.72
3,46.15,41.02,75.46,43.55,48.84
2,43.47,37.59,60.88,43.22,62.46
2,41.67,42.23,62.6,42.89,55.56
3,39.44,35.96,73.66,42.57,43.04
2,38.23,33.56,57.42,42.25,53.86
3,36.66,38.96,79.26,42.26,36.06
2,36.31,28.87,47.96,41.95,59.69
2,35.71,30.44,61.95,41.65,46.71
3,35.52,31.62,75.98,41.65,33.82
2,35.21,36.85,56.81,41.35,51.86
3,35.99,33.5,73.77,41.06,38.5
3,37.01,35.34,69.79,40.77,35.73
3,37.43,28.92,67.31,40.49,40.36
2,37.64,35.87,58.07,40.21,55.65
3,38.44,33.7,72.23,39.93,38.91
2,39.37,31.79,59.48,39.66,56.55
3,40.07,34.78,74.54,39.67,40.14
3,40.81,39.63,76.04,39.69,39.34
2,40.91,37.57,60.06,39.43,60.17
3,41.07,40.32,71.46,39.17,45.04
3,41.11,38.98,78.58,39.2,37.93
3,40.39,38.07,76.78,39.22,36.16
3,39.96,38.05,72.41,39.22,42.67
3,39.18,35.19,74.13,39.23,42.65
3,37.78,37.26,76.81,39.26,36.22
3,37.71,37.03,65.97,39.0,42.68
2,37.05,30.75,51.37,38.75,58.07
3,36.16,35.68,74.46,38.76,36.18
3,35.69,27.17,58.97,38.51,43.89
3,34.79,32.43,69.16,38.27,36.88
2,33.92,35.73,54.55,38.03,49.3
2,33.28,28.27,51.51,37.8,50.96
2,33.38,30.82,56.92,37.57,47.03
2,34.15,29.13,50.02,37.34,56.07
2,34.9,33.75,59.69,37.12,45.58
2,34.79,30.88,60.36,36.9,43.36
2,35.31,33.93,51.13,36.69,57.95
3,36.63,35.0,76.89,36.72,34.19
3,38.85,30.24,69.98,36.73,43.37
3,41.15,39.66,78.45,36.78,39.06
2,44.68,38.01,62.24,36.56,58.4
3,47.99,42.46,81.44,36.62,48.67
2,51.42,46.84,65.41,36.41,75.29
3,54.12,49.78,90.87,36.51,49.68
4,57.24,53.97,100.71,36.64,43.11
3,59.25,56.4,95.84,36.75,49.16
3,61.68,59.99,92.45,36.85,59.79
4,63.58,62.1,110.21,37.02,43.62
4,65.61,64.5,106.77,37.18,47.59
3,66.59,57.03,94.3,37.28,60.67
3,67.68,56.67,93.07,37.38,61.69
4,69.02,58.62,107.9,37.54,52.64
3,69.67,64.33,97.24,37.65,63.43
4,70.02,63.48,114.19,37.83,47.47
4,70.29,69.05,112.75,38.01,47.51
3,69.97,65.62,95.61,38.11,64.49
3,69.33,60.76,86.33,38.18,67.98
4,69.15,63.38,113.92,38.35,47.26
3,68.52,63.02,94.95,38.45,67.25
4,68.12,59.6,106.11,38.6,52.06
4,67.82,64.93,112.02,38.76,46.8
4,67.16,56.07,103.79,38.9,48.31
3,67.75,57.12,93.97,38.99,59.61
4,67.68,57.13,105.89,39.13,48.83
3,67.31,59.62,92.71,39.22,64.42
4,67.73,64.72,107.77,39.36,49.81
3,68.54,64.64,94.81,39.45,61.77
4,69.59,60.65,105.58,39.59,51.84
4,69.31,70.09,115.56,39.76,43.82
3,70.12,58.48,87.84,39.83,71.58
4,71.88,65.89,110.62,39.98,50.82
4,73.3,66.54,115.27,40.15,51.55
4,75.68,66.33,118.18,40.33,50.24
4,77.4,71.78,116.96,40.51,53.29
4,77.73,74.29,113.53,40.67,57.21
4,78.95,75.32,120.52,40.86,53.87
4,79.56,70.51,115.9,41.03,60.46
4,80.03,77.68,124.0,41.23,50.35
4,80.71,82.21,118.62,41.4,59.32
4,80.49,72.31,122.07,41.59,52.83
3,43.58,38.35,77.79,32.28,43.9
3,47.64,43.62,78.45,32.35,49.38
2,49.79,37.01,58.93,32.22,75.41
3,51.34,52.07,90.24,32.34,42.92
2,52.05,48.12,66.25,32.36,71.59
2,52.06,44.1,68.64,32.39,69.85
2,51.06,48.77,72.97,32.43,65.08
2,49.65,54.53,70.46,32.47,63.38
3,47.56,46.32,85.73,32.57,43.39
3,45.75,39.95,75.48,32.63,49.55
3,43.67,40.17,76.95,32.69,40.66
3,42.12,40.74,74.46,32.74,43.14
3,40.4,41.32,78.15,32.81,40.47
2,39.59,38.45,60.75,32.67,54.02
2,38.36,34.13,55.3,32.53,58.05
3,37.04,34.92,77.87,32.59,35.91
3,37.14,32.62,74.66,32.65,39.66
2,36.73,35.78,56.36,32.51,54.56
3,37.34,28.14,68.74,32.54,39.07
2,37.71,33.0,55.76,32.4,57.8
3,38.43,33.9,74.82,32.46,38.16
3,39.41,37.41,78.04,32.53,38.05
2,40.0,30.27,55.39,32.39,59.88
3,40.79,31.76,75.56,32.45,40.05
3,42.15,41.62,78.69,32.52,40.02
3,43.44,37.57,78.19,32.59,39.76
3,43.88,39.07,70.22,32.62,48.08
3,44.18,39.61,76.69,32.68,46.5
3,45.52,36.93,72.1,32.72,50.37
2,46.08,38.36,61.0,32.59,67.05
2,44.98,42.91,63.11,32.59,61.23
3,43.59,34.07,70.95,32.63,45.3
3,43.66,44.47,78.0,32.7,41.72
3,42.41,39.44,75.81,32.75,43.63
3,40.63,36.0,74.98,32.81,41.71
3,40.23,37.36,75.33,32.86,42.43
3,38.7,34.64,70.37,32.9,42.8
2,37.9,37.75,61.71,32.75,49.96
3,37.25,35.6,73.38,32.8,36.2
2,36.12,33.15,52.53,32.66,59.46
3,35.46,34.27,75.92,32.72,32.56
3,34.51,25.88,63.28,32.72,42.22
2,34.58,34.21,61.28,32.59,45.99
2,35.13,36.16,56.76,32.45,50.52
3,36.36,37.9,76.13,32.51,34.98
2,37.58,36.19,57.36,32.37,54.84
3,39.24,33.51,71.23,32.41,38.63
2,40.52,40.11,62.32,32.42,56.16
3,42.35,35.64,69.04,32.45,49.7
3,44.84,41.34,77.08,32.51,44.53
2,47.87,44.88,65.99,32.53,62.99
3,50.15,45.22,82.06,32.62,46.78
3,53.22,51.59,83.39,32.7,53.09
3,56.19,51.71,82.95,32.79,59.07
3,58.92,55.92,86.82,32.89,57.07
3,61.35,59.54,89.49,33.0,56.71
3,63.38,58.08,91.52,33.12,63.33
4,65.63,62.53,111.72,33.32,46.03
4,67.36,57.3,106.89,33.5,47.23
4,69.46,60.59,111.27,33.69,46.9
4,70.42,63.38,107.17,33.87,60.07
3,70.93,64.08,97.01,34.0,60.6
3,70.51,62.04,91.6,34.11,72.27
3,70.35,63.17,100.7,34.26,62.29
3,69.4,64.48,97.73,34.4,63.59
3,69.24,58.68,92.26,34.51,65.96
4,69.06,65.92,114.14,34.71,50.01
3,68.21,66.34,103.95,34.87,57.18
3,66.85,66.67,98.1,35.0,60.5
4,65.83,61.39,109.39,35.18,47.91
3,65.35,60.14,98.2,35.31,59.05
3,64.68,54.93,87.77,35.4,63.44
4,63.92,63.69,108.27,35.57,47.85
4,63.52,57.09,106.18,35.73,41.61
4,63.5,57.29,106.31,35.89,48.68
4,63.81,62.15,109.51,36.06,49.17
4,64.86,58.64,110.46,36.24,44.3
4,65.95,63.95,108.29,36.4,50.44
3,66.99,62.69,94.42,36.51,62.57
3,68.09,53.2,88.71,36.6,66.9
4,69.83,62.57,105.33,36.75,52.69
3,71.35,67.69,102.65,36.89,62.35
4,72.13,67.27,115.05,37.08,48.08
3,73.07,68.49,102.79,37.22,63.27
3,74.93,72.51,107.43,37.38,65.63
4,75.79,63.06,110.39,37.54,57.4
4,77.29,71.05,119.67,37.75,55.96
4,77.75,73.84,120.87,37.95,52.71
4,77.48,81.02,123.39,38.17,54.79
4,77.67,67.28,115.34,38.35,54.37
4,77.31,74.84,121.18,38.56,54.48
4,76.38,72.0,119.52,38.75,52.36
3,74.96,73.08,101.57,38.88,68.23
4,72.91,68.16,113.68,39.05,50.25
3,71.06,63.78,98.86,39.16,64.18
4,68.38,63.25,110.46,39.32,47.47
3,66.51,66.75,102.32,39.44,57.81
3,63.78,61.97,95.17,39.53,57.56
3,61.56,55.81,89.38,39.6,58.43
4,59.29,58.08,104.89,39.74,41.87
4,57.05,50.63,101.3,39.85,42.45
3,54.74,50.02,79.7,39.88,56.13
3,52.69,46.83,80.53,39.92,53.58
2,50.8,48.37,71.41,39.65,63.58
3,49.85,45.71,81.54,39.68,48.19
2,48.1,41.12,60.52,39.42,71.97
3,46.83,40.98,78.27,39.45,44.68
3,46.81,44.08,75.56,39.46,46.26
3,46.35,46.39,78.58,39.49,46.89
2,46.21,34.74,61.74,39.23,64.93
3,46.69,46.22,82.28,39.27,45.55
2,47.12,44.01,65.27,39.02,65.34
3,47.95,43.75,83.44,39.07,45.0
2,48.69,46.31,71.07,38.81,63.56
3,49.46,43.61,75.75,38.83,53.42
3,49.46,42.33,75.97,38.85,54.56
2,49.96,43.45,66.05,38.6,70.41
3,49.7,43.75,76.35,38.63,53.84
3,49.53,40.19,82.56,38.68,44.47
2,47.95,42.16,68.22,38.43,65.39
3,47.53,42.78,80.6,38.47,49.68
2,46.6,39.56,62.24,38.23,65.73
3,45.53,38.68,68.56,37.99,49.29
2,44.51,40.43,60.98,37.76,65.0
3,42.4,40.58,78.09,37.79,39.35
3,41.46,35.57,67.82,37.56,48.94
3,39.14,38.13,77.87,37.6,34.49
2,37.66,36.93,55.14,37.37,56.16
3,35.34,26.61,74.69,37.4,35.2
2,34.51,34.12,65.35,37.17,41.44
2,32.8,32.86,59.17,36.95,44.2
2,31.6,29.07,56.51,36.74,42.62
2,30.68,30.51,57.1,36.53,40.91
2,30.65,30.83,58.76,36.32,41.97
2,29.88,20.42,47.65,36.12,47.77
2,30.14,28.12,53.3,35.92,42.29
3,30.45,28.11,64.54,35.72,33.08
2,32.34,29.59,49.99,35.53,53.8
3,34.03,34.93,75.34,35.57,31.25
3,34.94,35.49,76.06,35.61,36.79
2,36.8,30.43,53.63,35.42,57.4
2,38.85,37.53,64.2,35.23,52.08
3,40.42,35.01,71.51,35.25,44.02
3,42.58,42.76,82.63,35.32,43.68
2,45.17,40.87,65.8,35.32,62.15
3,47.18,37.79,73.28,35.35,49.59
3,49.36,48.44,85.36,35.43,41.26
3,50.85,43.34,77.03,35.48,53.79
3,52.54,45.55,79.02,35.53,54.8
3,53.65,55.41,90.57,35.63,49.45
4,55.49,45.88,98.76,35.76,41.92
3,56.89,53.31,86.14,35.84,58.25
4,57.72,53.23,100.67,35.98,46.29
4,58.3,54.8,103.3,36.13,41.3
3,58.66,49.07,86.28,36.21,55.16
3,58.26,54.11,87.68,36.29,54.43
4,58.22,50.4,104.03,36.44,41.35
4,58.1,54.34,106.81,36.6,41.17
4,57.43,48.81,95.81,36.71,45.72
4,57.41,54.59,102.74,36.85,41.84
4,57.45,58.43,102.73,36.99,42.35
3,57.97,58.02,91.37,37.08,52.55
4,58.47,55.18,108.1,37.24,42.43
3,58.39,56.26,90.08,37.33,53.34
4,58.79,50.6,101.79,37.46,43.82
3,58.85,56.72,86.52,37.54,60.15
4,60.29,52.62,106.0,37.68,43.97
4,61.54,56.5,109.26,37.84,42.81
4,63.05,51.39,101.52,37.97,47.26
4,64.51,61.91,103.83,38.11,48.89
3,66.19,65.14,94.81,38.21,60.33
4,67.69,61.81,106.15,38.36,49.58
4,69.63,59.7,105.67,38.5,52.77
4,72.01,62.3,106.21,38.64,56.25
3,74.03,70.23,101.3,38.77,65.82
4,76.24,66.15,109.51,38.92,55.01
4,78.32,68.97,117.26,39.11,51.26
4,79.38,73.5,114.5,39.28,58.33
4,81.06,75.29,120.55,39.48,54.93
4,82.02,78.48,124.2,39.69,54.64
4,81.43,75.28,121.54,39.89,53.84
4,81.71,71.41,117.28,40.07,58.83
4,81.3,67.19,110.08,40.22,64.18
4,80.88,74.14,121.08,40.41,61.3
4,79.44,75.5,119.36,40.59,55.85
4,77.58,74.08,118.67,40.77,56.96
4,75.91,72.21,119.5,40.96,53.6
3,74.49,74.96,102.91,41.07,68.06
3,71.89,64.09,94.72,41.16,65.65
4,69.89,56.38,105.36,41.28,51.81
4,67.2,62.84,110.22,41.42,50.94
3,65.56,58.2,91.24,41.49,64.26
4,64.16,61.13,108.33,41.62,49.68
4,62.64,61.9,110.18,41.77,47.34
4,61.33,56.27,111.44,41.91,41.76
3,60.42,56.14,90.67,41.97,52.71
3,59.6,54.88,93.68,42.05,53.65
4,59.75,50.75,99.95,42.14,43.33
4,60.04,52.92,100.82,42.24,44.53
4,59.16,54.79,106.57,42.37,43.55
4,59.29,49.56,97.22,42.45,46.82
4,59.26,56.97,107.62,42.58,44.49
4,59.17,63.16,112.83,42.72,40.38
4,60.08,57.21,98.64,42.81,47.59
4,60.52,55.14,105.23,42.92,47.35
4,60.41,54.08,102.08,43.03,44.09
3,60.1,55.34,88.08,43.07,57.39
3,59.47,55.51,86.48,43.11,61.42
4,59.3,56.09,105.64,43.22,42.63
4,58.25,53.72,99.17,43.31,48.06
4,57.19,56.89,108.01,43.43,39.45
3,56.21,41.94,76.39,43.1,57.64
3,54.01,51.03,86.55,43.14,49.65
2,52.31,46.26,69.82,42.81,70.92
2,50.2,41.83,62.52,42.49,73.35
2,48.2,47.93,68.39,42.17,64.25
3,45.54,38.66,77.35,42.18,43.99
2,43.01,41.55,66.23,41.87,58.68
3,40.18,38.04,79.01,41.89,38.01
2,37.11,30.9,53.48,41.58,56.91
3,35.84,33.17,75.84,41.59,35.16
2,33.27,33.59,60.02,41.29,44.28
3,32.61,32.55,72.04,40.99,27.63
2,31.21,29.09,50.13,40.71,52.39
2,31.07,27.28,53.67,40.42,46.22
2,30.82,29.23,48.25,40.15,49.2
2,29.96,23.47,45.91,39.87,51.21
2,30.05,28.58,52.07,39.61,45.59
3,29.96,24.05,70.43,39.34,30.08
3,31.43,28.74,61.62,39.08,36.25
2,33.59,32.61,56.0,38.83,48.23
2,34.3,35.27,60.69,38.58,45.34
2,36.23,33.95,59.22,38.34,49.3
3,38.08,31.07,69.59,38.1,39.36
3,39.87,35.19,77.77,38.13,41.48
2,41.12,38.74,53.94,37.89,68.43
3,42.1,36.55,73.11,37.91,40.98
2,43.55,36.84,55.2,37.68,68.47
2,43.81,37.33,65.84,37.45,61.27
2,44.46,44.23,60.9,37.22,64.31
2,45.19,42.22,60.32,37.0,66.26
2,45.88,40.48,60.65,36.79,66.2
3,45.85,42.22,86.1,36.86,42.28
3,45.94,43.75,76.64,36.9,45.25
3,45.78,38.69,76.41,36.93,45.66
3,45.21,42.85,85.08,37.0,41.77
2,44.82,45.11,64.51,36.78,58.75
3,44.56,40.29,73.19,36.81,45.1
2,44.33,38.99,61.75,36.59,62.46
2,43.64,40.4,57.89,36.39,69.2
3,43.2,39.59,72.93,36.41,46.22
3,42.99,40.91,75.57,36.44,41.35
2,43.33,38.1,63.32,36.24,59.26
3,44.13,37.04,71.14,36.25,46.68
3,44.68,38.69,73.89,36.28,48.78
3,46.38,39.89,82.16,36.34,43.71
3,47.97,39.48,77.88,36.39,46.6
2,48.93,42.43,63.74,36.18,67.05
3,50.84,52.48,89.62,36.27,46.57
2,53.9,45.41,65.04,36.07,74.66
4,56.23,55.55,99.06,36.2,45.58
3,58.15,59.88,91.8,36.3,54.51
4,60.46,55.66,101.54,36.44,42.54
4,63.38,57.28,113.82,36.62,43.71
3,66.56,65.71,98.15,36.75,60.72
4,68.78,62.79,107.04,36.9,51.34
4,71.8,72.03,118.58,37.11,51.69
4,74.23,62.61,109.25,37.27,53.71
4,75.1,69.0,113.7,37.45,54.2
